Chinese Sentence,Chinese NER Tagged
没有做我们常常做的取消其执照， 我觉得如果我们不把所有的精力用在技术上 而是专注理解其他世界上的问题如何解决 并开始接受城市， 回到古希腊时代，就是说人们要徒步走路 为人类而建的城市,"[('古希腊', 'ns', 39, 40)]"
现在有足迹 当所有运输难题都已解决 正如摩尔定律般,"[('摩尔', 'nr', 11, 12)]"
我是说，看看用科内斯托加旅行车穿过大陆需要多长时间， 对比用火车和飞机的时间,"[('科内斯托加', 'ns', 6, 7)]"
所有交通工具都进化了,[]
过了五千年，我们又回到了城市,[]
城市变得更大更广,[]
各城市中最贵的房地产 威尔希尔大道，第五大道，东京，或巴黎—— 最贵的房地产就位于市中心,"[('威尔希尔大道', 'ns', 7, 9), ('东京', 'ns', 14, 15), ('巴黎', 'ns', 17, 18)]"
市区内共有百分之65的地区是用作泊车的,[]
全球二十大城市,[]
你或许会问，要是城市可以给行人 我们现在来往城市时认为是理所当然的东西呢？,[]
要是我们可以使城市变得更有趣、更吸引、更整洁 更环保？,[]
如果可以让可以通过大众运输的最后一环 走出来，走向你的汽车变得更合意， 因此我们可以都生活在郊区， 随心所欲的使用汽车， 让城市再次充满活力呢？,[]
能够这么做也真不错 我们关注的问题之一 是如何合法地在人行道上行走,[]
因为技术上我有马达和车轮，我就是一辆机动车,[]
但我看上去不像机动车,[]
我跟行人一样会留下足迹 也有同样的独特能力 在拥挤的地方处理同其他行人之间的问题。,[]
我从零开始做起， 在人群中走了一个小时。,[]
我是行人。但法律通常比科技落后一至两代 如果我们不能走人行道，我们有两个选择,[]
我们可以成为无关紧要的娱乐设施， 但我不会把时间花在这上,[]
或者我们应该走上街道 同灰狗巴士或机车一道。,[]
我们向来十分关注这问题 我们曾走到邮政署长面前 第一个展示给了他看 并说，“给你们的人装备这个吧，大家都信任邮递员。,[]
他们应该在人行道上使用，他们会认真使用它的。”,[]
他同意了，我们去了数个警察部门 他们想让警员们及时深入邻里社区 并携带这70多磅的物品。他们爱死了这个。,[]
我就不相信警察会给自己发罚单,[]
所以我们真的下了很多工夫 但我们知道技术的发展， 不会像培养权衡轻重和应用科技的心态那样困难,[]
我们遇过一些有远见的人 提供足够资金，让我们研发这东西 希望给了我们足够的时间让他们满意。,[]
我很乐意谈论这项技术,[]
这真的很有趣，你该出去试一试,[]
如果我能要求你做一件事， 不是要把它当成是一种技术 而是想像，虽然我们都理解 我们用这台四千磅的机器 以每小时六十英里的速度行驶 把我们带到任何我们想去的地方的合理性 也是我们在最后一英里使用的工具， 它坏了，不能开动了,[]
我们遇过最兴奋的事情之一 让我们觉得它可能会被接受，就在加州这里发生了,"[('加州', 'ns', 19, 20)]"
几个星期以前，我们发布之后， 在威尼斯滩，我们带着一个新闻工作者来 惊叹着这技术 期间骑自行车的走过来 踏滑板的走过来 一个矮小的老太太，去查字典吧， 她来我这边 当时我这上面，跟一般成年人一样高,"[('威尼斯滩', 'ns', 9, 10)]"
她停下来，镜头就在那边，她抬头看着我 说：“我可以试吗？”,[]
我们怎么会说什么呢？,[]
所以我说：“当然可以”,[]
我下来，她上去，有点像习以为常的 然后她转着，大概走了二十尺 再往后走，她全程都笑着,[]
她回来停下来，说： ”终于有人给我们制造了些什么。“,[]
镜头往下对着她,[]
我心想：“太好了  ——女士，请不要说别的。”,[]
镜头仍然对着她 那位采访员把麦克风对着她 问：“你这么说是什么意思？”,[]
我当时想，“都完了。” 她抬头说：“嗯” 她仍然看着那些人，说着，“我不会骑单车，” 不， “我不会滑板，也不会滑旱冰，” 她知道它们的名字 “我五十年没有骑过自行车了。”,[]
然后她抬头说： “我现在81岁了，不能开车了，,[]
我还是要去商店，我不能提很多东西，”,[]
突然我意识到，在我的许多恐惧之中， 并不仅仅是官僚，监管当局 或立法人员不能明白 而基本上，有种来自群众的压力 叫你不要侵占这些城市中仅余的一点 珍贵的人行道上的空间,[]
看着法律规定的36英寸宽的人行道时， 停车位的八英尺，加上三个车道 然后又八尺 这就是所剩下的空间了。,[]
可是她抬头这么说 让我意识到，孩子们不会在意这些东西， 他们也不投票，商人和青少年 都不会介意，他们很通达， 所以我猜我是潜意识地担心 老人们会在意。,[]
所以，看到这件事后，担心了八年后 首先我拨电话问我们市场部门和规范部门的朋友 他们叫AARP，并立刻约时间见面,[]
我们得给他们看看这东西,[]
然后他们把它带到华盛顿，展示了 他们也要参与计划了 看着这些东西怎样在几个城市被人们接受， 比如亚特兰大，我们在当地试行它们会否 有助给这些城市重新注入活力,"[('华盛顿', 'ns', 5, 6), ('亚特兰大', 'ns', 29, 30)]"
底线是，无论你相信联合国与否， 或其他智库组织 在未来二十年间，所有人口增长都会 集中于城市,"[('联合国', 'nt', 6, 7)]"
单是亚洲就会有十亿人口,"[('亚洲', 'ns', 2, 3)]"
他们一开始就学会用手机。,[]
他们无需像我们一样走过一百年的进步历程。,[]
他们从技术食物链顶端开始,[]
我们得开始建设城市和人类环境 让一百五十磅重的人也可以在密集、富庶、绿化的环境中 也可以走数英里 而毋须使用这台四千磅重的机器,[]
汽车不适合平行停泊 在城市之间移动他们是得力机器，但想想看： 我们解决了长距和高速的间题,[]
希腊人穿着凉鞋从狄俄尼索斯的剧院走到了帕台农神庙。,"[('狄俄尼索斯', 'ns', 4, 5), ('帕台农神庙', 'ns', 9, 11)]"
而你现在就穿着运动鞋,[]
变化不大,[]
如果移动速度比走路快三倍──三倍── 三十分钟的路程缩为十分钟,[]
如果你住在市区，你的选择是十分钟── 如果要半个小时的话，你需要别的方法，公车或火车也好 我们得建设施 ── 轻轨 ── 你或者会选择继续泊车,[]
但是如果你在大多城市里能行动自如， 想象如果你有时间，你在城市里半个小时可以走多远。,[]
如果你可以把路程变得有趣，把它缩为八至十分钟 你找不到车子，取回车子，开车 再泊车，然后去别的地方 你不能打的或坐地铁,[]
你可以改变人类调配资源的方法 世界消耗能源的方法 让它变得有趣,[]
我们希望历史将证明我们是对的。,[]
它叫赛格威，这是循环发动机 我们很多工作把这个混淆了,[]
这小怪正产生数百瓦的电力,[]
对，它能够做到 也对，利用一公斤丙烷 你愿意的话，可以从纽约走到波士顿,"[('纽约', 'ns', 18, 19), ('波士顿', 'ns', 20, 21)]"
也许这台小机器更有趣之处是，它会燃烧任何燃料 因为你们有部分也许质疑 这种性能的影响 在大部分地方你都不能轻易插入120伏特的插座,[]
"事实上我们正在研究这种 替代能源 从强生公司开始，到使用iBOT, 因为你能得到的最好电池是 每公斤铅十瓦特小时 每公斤镍镉二十瓦特小时 每公斤镍金属水合物四十瓦特小时 每公斤锂六十瓦特小时 每公斤丙烷或汽油八千七百五十瓦特小时 因此根本没人会开电动车","[('强生公司', 'nt', 9, 11)]"
可是，在任何时候，它都会以同样速度燃烧 因为它是在外部燃烧，跟你家的炉灶一样 假如任何燃料都可使用，那么燃烧后都是干净的,[]
比如说，这使得仅仅足够的电力这样做 在其他地方，晚上有足够电力 正如霍利博士指出， 启动电脑和开灯。,"[('霍利', 'nr', 19, 20)]"
更有趣的是，这方面的热力学家说 你绝不能达到超过两成的效能,[]
也没多大关系，就是就如果有两百瓦特的电力 就会产生七百到八百的热能,[]
如果你想使水沸腾并以每小时10加仑的比率重新凝聚， 要花25，25.3多千瓦特—— 2万5千瓦的持续能量来完成。,[]
这么多能量，你没法在我国 用这种方式淡化或净水。,[]
当然，在世界的其他地方，你的选择是毁掉这个地方， 把所有可燃的物质都转化为热能，或把所有可喝的水都喝光,[]
世界首要致命原因就是恶水,[]
视乎你相信那组数字 每天有六十至八万五人因此死亡,[]
我们不需成熟的心脏移植手术,[]
我们需要水源,[]
妇女们不该再每天花四小时寻找水源 或看着孩子死亡,[]
我们研究到怎样把蒸汽压缩蒸馏器放在上面 再以反流式换热器采余温 用少量电力控制这过程 用450瓦，是废热的一半多一点， 每小时就能造出十加仑蒸馏水 从任何使用的燃料那里得到的能量来给它降温。,[]
如果把盒子放在这 这几年间我们能否在这个重60磅的盒子里 得到解决交通、电力、 通讯，或许饮用水问题的方案？,[]
我不知道，但我们会试试看,[]
我得闭嘴了。,[]
尽管所有对于艾滋病和禽流感的忧虑都是合理的—— 稍后我们将会听到 优秀的Brilliant医生的演讲—— 我想要说的是另一种流行疾病， 也就是心血管疾病、糖尿病、高血压—— 这些疾病对于至少95%的人而言， 都是可以通过改变饮食和生活方式 而完全预防的。,[]
而目前的情况是 疾病的全球化正在发生， 人们开始以我们一样的方式吃饭、生活以及死亡。 举例来说，在一代人的时间内， 亚洲人患心脏病、肥胖症以及糖尿病 的比率即从最低的群体之一攀升至最高。 而在非洲大多数国家， 心血管疾病致死的人数与HIV和艾滋病 致死的人数相同。,"[('亚洲', 'ns', 34, 35), ('非洲', 'ns', 56, 57)]"
因此这是一个关键的机遇， 我们不得不作出重要的改变， 这个改变能够影响成千上万人的生命， 并在全球范围内实践 预防医学。,[]
心脑血管疾病致死的人数超过了 其他疾病致死人数的总和， 不仅仅在我们国家，而且是在全球范围之内， 对于几乎所有人而言，这是完全可以预防的。,[]
而这不仅仅是可以预防的， 而且实际上是可治愈的。在过去约29年里， 我们可以证实，仅仅是通过改变饮食和生活方式， 我们使用了非常昂高科技、昂贵和顶尖的手段 来证实这些 简单、低科技和低成本的预防措施 作用是如此之大。 我们使用了动脉造影，一年前后还使用了 心脏PET扫描。,[]
我们几个月前还证明了——我们发表了一项研究成果， 该成果首次显示出你可以通过改变饮食和生活方式 来阻止前列腺癌的恶化， 肿瘤生长衰退或抑制 的比例达到70%， 与此相对应的是， 控制组的比例仅为9%。,[]
这里的核磁共振光谱显示， 肿瘤生长活动为红色， 你可以看到这在一年之后就消失了。,[]
此外，现在出现的还有糖尿病的流行， 这占到了成人的2/3和儿童的15%。 真正令我担忧的是在过去的10年里， 糖尿病的患病比例上升了70%， 而这可能将首次出我们下一代的孩子们的寿命 将会短于我们。 这很让人痛心，但又是可以预防的。,[]
现在大家看到的不是选举结果， 这是按州统计的患糖尿病的人口人数， 从85、86、87年开始—— 数字来源是美国疾病控制中心的网站——现在是88、89、90、91年—— 又是一个新的组别——92、93、94、95、96年， 到97、98、99、2000、2001年—— 情况越来越糟糕，我们在某种程度上在退化。 对于这些我们能做些什么？嗯，你知道，,"[('美国疾病控制中心', 'nt', 32, 36)]"
我们所发现的能够阻止心脏病 与癌症的饮食就是亚洲饮食。,"[('亚洲', 'ns', 12, 13)]"
但是现在亚洲人开始像我们一样饮食， 这也是他们开始像我们患一样的病 的原因。,[]
我一直与许多大的食品公司合作， 他们能够使吃更健康的食物变得 有趣、性感、时尚、口感好以及方便。 例如——我担任麦当劳、 百事可乐、康尼格拉、Safeway超市的顾问委员会主席， 稍后还将担任德尔蒙特的，他们也正在 发现这是项好生意。,"[('Safeway超市', 'ns', 41, 43), ('德尔蒙特', 'nr', 52, 53)]"
